Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
L,298.5,309.8,1532,33.5,18,0
L,299.8,309.1,1383,44.8,146,0
M,302.1,310.8,1379,49.4,136,0
H,303.8,311.6,1561,31.9,142,0
M,297.7,308.6,1442,44.5,197,0
M,300.0,310.1,1282,52.8,197,0
H,303.7,312.9,1410,54.8,86,0
L,298.6,310.1,1455,41.0,84,0
M,300.8,310.0,1667,29.0,3,0
M,302.6,312.1,1792,30.2,7,0
L,301.8,310.5,1385,48.1,162,0
L,297.7,308.2,1374,48.5,22,0
M,297.1,308.7,1615,39.7,5,0
L,298.0,308.1,1470,45.5,23,0
L,300.9,311.3,1311,49.4,216,0
L,301.2,310.5,1395,53.8,128,0
L,298.6,309.3,1540,38.1,52,0
L,300.7,312.4,1477,41.1,199,0
H,299.6,309.3,1537,37.0,157,0
M,300.5,310.0,1488,41.7,130,0
L,299.9,309.0,1446,42.3,110,0
H,300.2,309.5,1706,27.3,81,0
L,301.2,311.0,1485,45.8,35,0
M,299.7,310.2,1496,41.4,179,0
L,300.5,312.0,1500,39.5,181,0
M,298.2,308.2,1486,51.8,100,0
L,302.3,312.2,1206,57.8,138,0
L,300.8,310.3,1487,55.2,101,0
H,298.8,309.2,1396,43.7,188,0
H,302.6,310.8,1398,45.1,46,0
L,303.9,313.2,1521,40.0,151,0
L,299.1,310.3,1693,31.2,141,0
L,298.8,309.5,1672,28.5,70,0
M,297.9,308.5,1384,59.6,121,0
M,299.2,309.3,1448,40.9,169,0
L,298.2,307.6,1411,46.9,141,0
L,302.5,311.8,1409,46.8,202,0
L,301.9,310.6,1225,55.0,169,0
L,299.9,311.2,2274,16.5,124,0
L,302.7,310.4,1346,56.9,99,1
L,303.0,310.4,1446,48.1,136,0
L,297.0,309.1,1602,34.7,4,0
M,297.5,307.9,1598,39.7,140,0
L,299.1,308.8,1598,36.7,198,0
L,302.3,310.0,1437,45.3,126,0
L,301.7,310.1,1418,44.6,136,0
L,295.4,306.7,1701,28.6,115,0
L,302.3,310.9,1410,55.7,149,0
L,302.4,311.2,1523,38.1,130,0
L,298.0,308.1,1922,22.4,103,0
L,299.7,309.3,1755,25.3,127,0
L,296.9,308.3,1450,40.6,198,0
M,302.6,310.6,1487,46.4,177,0
H,303.7,312.4,1760,25.1,177,0
L,298.3,309.8,1365,52.5,114,0
L,301.1,310.9,1347,53.3,114,0
M,299.1,309.6,1332,59.7,128,0
H,303.4,311.9,1521,38.5,91,0
L,297.5,308.8,1436,42.5,193,0
L,303.5,310.9,1843,21.2,20,0
L,296.6,307.7,1528,35.7,45,0
L,302.6,310.3,1879,24.1,175,0
L,302.3,310.9,1673,28.1,21,0
M,301.9,311.2,1518,43.4,210,0
L,301.7,310.8,1304,51.6,160,0
L,304.4,312.8,1499,38.0,151,0
L,298.0,308.9,1356,51.2,91,0
M,301.6,310.4,1605,39.5,109,0
L,297.2,307.8,1491,38.3,149,0
L,298.8,309.3,1514,37.0,22,0
H,297.1,308.4,1421,45.0,40,0
L,298.1,309.4,1495,36.7,235,1
L,300.6,312.5,1420,51.3,115,0
L,300.1,310.0,1372,41.5,101,0
L,303.9,312.8,1399,54.2,123,0
H,300.2,310.0,1517,35.4,111,0
M,300.5,311.1,1500,36.1,146,0
L,299.3,310.0,1344,45.4,28,0
M,302.8,312.0,1722,31.0,80,0
L,297.2,308.7,1490,39.5,214,0
L,299.4,309.6,1411,44.4,173,0
M,299.2,308.4,1290,54.9,185,0
M,299.6,308.9,1503,39.0,191,0
L,301.1,311.4,1405,42.3,21,0
L,301.7,311.6,1515,38.1,58,0
L,296.3,307.3,1611,30.7,20,0
H,299.1,310.8,1792,29.5,177,0
L,301.3,311.6,1319,59.9,50,0
L,298.9,308.9,1554,42.0,199,0
L,298.6,308.4,1304,69.0,23,1
M,302.0,311.2,1475,43.9,8,0
M,296.0,306.4,1348,51.1,70,0
M,301.4,310.4,1605,29.8,149,0
L,300.0,311.3,1526,38.1,67,0
L,298.3,307.5,1519,42.4,62,0
L,298.2,307.9,1514,31.8,192,0
L,299.6,309.7,1377,49.7,53,0
M,300.9,310.8,1592,31.4,5,0
M,299.3,308.7,1578,35.2,163,0
M,298.8,309.0,1404,45.1,206,0
L,302.8,311.3,1583,37.0,84,0
L,296.5,307.6,1666,33.8,190,0
M,298.2,308.9,1420,46.6,73,0
L,303.4,312.3,1737,26.0,157,0
L,299.6,310.6,1462,44.9,79,0
L,301.8,310.3,1556,34.3,148,0
L,302.6,311.9,1382,43.0,85,0
M,297.6,308.3,1555,31.3,166,0
L,298.7,309.8,1729,29.9,149,0
L,297.8,307.7,1427,47.9,60,0
L,299.8,310.7,1565,31.2,62,0
L,300.2,309.8,1517,46.9,174,0
L,297.9,307.6,1833,24.7,109,0
M,301.9,310.7,1371,53.5,63,0
M,300.5,310.9,1519,35.1,3,0
M,300.6,310.2,1321,48.1,36,0
L,303.9,313.1,1426,48.7,127,0
M,301.4,310.6,1370,44.3,158,0
M,297.3,308.3,1604,36.3,82,0
M,298.1,308.0,1450,46.9,205,1
L,299.3,309.6,1436,47.8,183,0
L,298.7,308.9,1541,36.9,152,0
L,299.7,311.0,1580,40.4,173,0
M,298.5,310.2,1655,30.7,52,0
M,299.2,310.5,1439,44.1,81,0
L,298.5,309.5,1554,38.8,124,0
M,302.5,311.3,1649,33.3,77,0
L,297.2,308.5,1539,43.0,87,0
M,299.1,309.5,1459,46.5,45,0
M,302.5,310.9,1800,28.5,54,0
L,297.7,308.8,1683,28.8,163,0
L,297.3,308.5,1715,31.9,206,0
M,299.9,310.4,1414,42.2,203,0
M,301.1,310.1,2628,13.7,24,0
L,300.1,310.3,1401,46.4,200,0
L,298.9,310.2,1465,37.6,59,0
L,298.9,308.0,1215,59.3,119,0
M,304.7,313.2,1674,29.3,175,0
L,300.3,311.8,1425,43.6,99,0
M,297.7,308.7,1336,58.7,110,0
M,301.6,310.7,1664,31.7,148,0
L,297.8,308.7,1455,51.0,23,0
L,300.3,311.5,1426,44.9,47,0
L,298.3,308.1,1388,46.9,33,0
L,299.0,310.3,1500,42.3,82,0
L,302.9,312.8,1849,24.9,0,0
L,300.8,312.1,1489,44.8,211,0
M,300.6,310.1,1586,41.5,160,0
L,297.1,308.0,1764,30.2,35,0
L,303.5,313.3,1496,40.3,160,0
L,301.2,310.1,1674,30.9,0,0
M,303.5,312.7,1570,33.6,204,0
M,299.1,308.9,1348,48.2,28,0
H,299.3,308.5,1531,38.9,50,0
L,296.9,308.8,1500,41.3,67,0
L,301.7,310.9,1469,42.4,62,0
M,297.6,309.2,1416,61.4,74,1
L,299.1,308.7,1581,33.5,158,0
M,301.0,310.3,1471,37.0,114,0
L,298.9,309.2,1723,28.8,207,0
L,302.4,309.9,1904,23.2,169,0
L,300.8,310.8,1523,41.5,54,0
H,301.8,310.4,1501,36.3,121,0
L,303.3,312.6,1493,40.6,94,0
M,302.2,312.2,1607,35.6,43,0
M,297.3,307.7,1781,22.7,91,0
H,296.1,306.8,1563,32.7,32,0
L,302.0,311.1,1537,35.8,11,0
L,297.7,307.6,1503,38.0,199,0
L,300.2,310.2,1470,33.2,196,0
L,299.3,309.9,1614,34.0,98,0
M,300.7,311.8,1836,23.0,99,0
M,296.5,307.8,1585,35.0,92,0
L,300.8,310.8,1562,29.5,0,0
L,298.7,310.6,1808,27.9,21,0
L,300.6,311.6,1365,60.9,115,0
M,298.9,309.9,1506,44.0,23,0
L,302.4,311.1,1430,47.9,61,0
M,302.1,311.4,1436,44.5,116,0
L,301.5,311.1,1960,21.5,150,0
M,301.3,310.9,1897,21.3,22,0
M,300.1,310.7,1333,62.6,7,0
M,302.7,312.1,1747,30.2,14,0
L,300.7,312.0,1449,40.5,42,0
L,300.3,309.1,1486,41.9,0,0
L,302.0,310.7,1655,33.8,200,0
M,299.6,310.0,1460,43.1,29,0
L,300.2,310.3,1504,41.4,104,0
L,298.2,309.3,1810,28.5,86,0
L,297.7,307.6,1476,51.7,110,0
L,300.6,310.8,1474,41.8,11,0
M,300.3,311.7,1445,40.5,22,0
M,299.1,308.8,1428,40.1,155,0
L,297.6,308.0,1377,58.6,115,0
H,299.4,308.9,1365,55.8,75,0
L,302.4,311.1,1400,50.3,11,0
L,298.0,308.4,1654,38.9,212,0
L,299.4,308.2,1384,52.5,97,0
H,296.5,308.0,1498,48.1,62,0
L,296.5,308.4,1735,22.8,31,0
L,297.8,308.6,1281,47.6,156,0
L,302.9,312.0,1294,63.8,62,0
M,299.5,310.2,1441,41.2,22,0
L,296.1,307.3,1627,35.8,165,0
L,300.3,309.1,1363,51.2,29,0
H,303.2,312.3,1765,26.0,41,0
H,303.6,312.8,1449,46.0,198,0
H,303.7,311.8,1553,34.4,208,0
L,301.4,310.2,1722,26.3,13,0
L,300.6,310.7,1567,40.2,63,0
L,297.8,308.5,1489,41.4,158,0
L,297.0,308.8,1667,34.3,54,0
H,298.8,308.0,1391,46.8,147,0
L,299.8,311.6,1656,35.6,119,0
L,301.1,311.5,1432,45.9,50,0
L,296.9,308.5,1571,39.6,84,0
L,295.3,306.6,1359,52.7,66,0
M,298.5,309.7,1427,41.1,61,0
M,297.3,308.4,1589,35.6,127,0
M,297.8,308.6,1687,27.3,15,0
M,297.5,308.8,1612,30.8,87,0
L,299.4,310.7,1560,38.4,157,0
M,299.1,310.6,1464,44.0,34,0
L,303.7,311.9,1563,32.4,154,0
M,302.6,310.4,1776,31.7,87,0
L,304.1,312.9,1668,28.6,181,0
M,300.0,311.7,1424,48.4,122,0
L,302.2,312.0,1632,30.0,119,0
L,300.8,310.6,1434,47.0,65,0
M,303.5,312.2,1628,33.1,206,0
L,301.9,309.7,1432,39.9,199,0
M,297.8,308.7,1516,43.9,90,0
H,299.0,310.2,1515,43.0,29,0
M,299.7,309.0,1625,29.3,114,0
L,300.1,309.4,1403,36.7,73,0
M,299.5,309.5,1648,33.4,69,0
L,300.6,309.5,1376,52.4,72,0
L,303.4,312.5,1445,40.9,183,0
M,298.8,310.2,1732,29.1,209,0
L,297.1,309.2,1623,33.9,141,0
M,297.8,309.9,1550,33.2,38,0
M,299.7,311.3,1747,25.6,153,0
M,299.1,309.5,1450,41.6,211,0
L,303.7,313.6,1529,43.2,164,0
L,298.5,309.5,1551,34.1,5,0
L,302.7,311.1,1511,45.1,145,0
M,300.7,311.7,1607,31.0,49,0
L,299.5,310.0,1379,59.6,11,0
M,300.4,310.1,1578,39.9,56,0
L,298.6,309.2,1539,36.3,55,0
M,300.7,312.1,1357,61.8,99,0
M,300.4,309.5,1494,36.9,51,0
M,302.7,310.3,1580,34.4,120,0
L,301.6,310.6,1730,29.8,112,0
M,299.1,310.2,1533,35.4,224,0
L,295.6,306.8,1536,45.0,102,0
L,300.6,312.0,1634,29.5,103,0
M,299.9,309.5,1669,36.0,43,0
L,303.2,312.0,1298,64.1,44,0
M,299.5,308.9,1700,26.5,161,0
L,297.8,307.6,1614,31.1,62,0
L,299.3,308.2,1608,35.2,159,0
L,299.5,310.0,1521,45.9,107,0
L,298.9,309.9,1602,39.8,103,0
L,297.3,308.9,1475,40.6,121,0
L,300.7,310.2,1458,50.1,153,0
L,303.6,311.6,1239,66.7,149,1
M,303.1,311.4,1409,42.3,148,0
M,303.8,311.6,1305,53.5,44,1
L,299.0,309.4,1638,31.0,15,0
L,299.5,310.2,1529,36.6,59,0
L,298.3,307.8,2202,16.3,136,0
L,299.0,310.3,1377,45.6,202,0
L,297.7,308.5,1770,27.3,144,0
L,300.9,311.0,1473,45.2,209,0
L,300.1,309.1,1466,43.5,11,0
L,300.5,312.1,1341,53.6,87,0
M,300.8,311.3,1687,31.4,157,0
H,296.8,308.1,1443,43.3,109,0
L,301.1,311.0,1484,38.2,191,0
M,302.7,311.5,1347,51.4,184,0
M,302.1,310.6,1346,45.9,66,1
L,297.9,308.2,1399,48.6,20,0
L,302.7,311.7,1658,38.8,142,0
L,304.4,313.0,1546,37.9,131,0
L,299.5,310.9,1418,45.2,173,0
H,302.5,311.5,1398,41.1,175,0
H,297.0,307.6,1636,30.8,115,0
H,302.0,311.4,1453,50.0,146,0
L,300.9,311.5,1540,41.7,2,0
M,300.4,310.0,1266,48.9,58,0
M,297.1,307.6,2493,14.6,29,0
M,300.5,309.6,1436,44.0,206,0
L,300.2,310.2,1412,50.3,214,0
M,300.5,310.7,1423,39.4,6,0
L,299.9,311.8,1588,33.3,6,0
L,300.3,311.0,1482,41.1,74,0
L,301.2,311.1,1405,45.7,35,0
L,302.8,312.8,1387,41.5,39,0
M,298.1,310.0,1802,24.2,204,0
L,299.7,311.7,1484,37.8,133,0
M,299.3,308.8,1408,48.0,29,0
M,295.3,306.2,1605,36.8,186,0
M,298.7,309.7,1430,46.2,40,0
M,296.8,307.7,1374,55.8,72,0
M,297.7,308.8,1495,33.6,181,0
L,302.1,309.9,1593,30.6,139,0
H,299.2,308.6,1420,50.2,147,0
L,302.3,310.4,1524,39.2,158,0
H,303.6,313.9,1364,49.1,33,0
L,301.5,310.5,1393,57.6,163,0
L,297.6,308.1,1420,48.6,206,0
L,301.4,310.7,1435,45.0,59,0
L,299.1,308.5,1400,45.6,1,0
L,304.1,313.5,1759,25.1,173,0
L,298.0,309.1,1468,41.6,2,0
H,297.1,308.1,1852,28.0,176,0
L,302.0,310.3,1472,47.9,20,0
M,304.1,313.8,1421,43.6,133,0
L,300.9,310.3,1527,46.7,190,0
L,297.9,308.9,1552,36.8,127,0
L,299.4,310.3,1709,30.6,93,0
L,297.6,307.8,1571,34.8,174,0
L,300.4,310.6,1456,54.1,54,0
L,300.3,310.3,1769,26.0,193,0
L,301.7,311.1,1305,56.4,40,0
L,298.7,308.6,1484,36.6,51,0
M,299.8,309.5,1574,32.6,109,0
L,300.5,310.9,1413,44.6,53,0
L,297.3,308.6,1429,47.3,108,0
L,303.5,312.1,1567,35.6,87,0
L,300.3,310.3,1659,31.7,21,0
H,299.8,308.6,1424,39.4,186,0
L,299.3,308.8,1376,55.9,83,0
M,303.1,311.2,1451,40.5,28,0
L,298.1,307.8,1570,36.2,199,0
L,295.2,306.1,1477,47.5,123,0
L,301.1,311.7,1466,42.1,131,0
L,297.3,308.6,1487,34.3,210,0
H,301.1,310.9,1454,42.8,136,0
L,301.3,310.4,1657,32.8,185,0
M,300.9,311.7,1380,51.3,212,0
L,297.6,309.0,1615,28.7,0,0
M,297.7,309.4,1573,35.5,171,0
M,299.9,310.2,1373,57.1,74,0
L,301.9,311.1,1457,41.7,158,0
M,298.5,307.3,1513,34.1,96,0
M,302.4,312.1,1502,52.0,59,0
L,297.2,307.9,1769,26.9,54,0
M,298.3,309.2,1495,52.7,13,0
L,296.8,307.5,1343,55.7,5,0
M,297.5,309.3,1659,37.6,79,0
M,299.9,309.8,1582,38.5,158,0
M,303.0,311.7,1375,59.1,62,0
L,299.4,311.4,1681,32.8,131,0
L,300.2,311.1,1614,31.2,156,0
M,297.5,307.0,1424,45.1,171,1
L,300.9,311.0,1724,27.0,37,0
M,297.7,309.3,1421,47.6,202,0
L,299.6,308.9,1447,48.0,70,0
M,302.8,310.3,1378,51.4,3,1
L,297.6,308.9,1659,27.7,128,0
M,301.7,310.3,2371,13.9,203,1
L,300.2,311.0,1480,40.5,174,0
L,299.3,309.0,1523,38.2,153,0
L,299.4,308.5,1626,30.4,202,0
M,300.0,310.2,1672,32.8,180,0
H,304.5,313.8,1655,30.0,157,0
L,300.4,310.8,1592,29.2,135,0
L,297.4,307.9,1491,37.7,184,0
L,299.2,309.7,1691,29.8,87,0
M,303.7,312.7,1461,38.9,101,0
H,299.9,309.9,2579,12.2,82,1
L,297.2,309.6,1730,29.9,34,0
M,299.2,310.0,1666,33.1,62,0
H,303.7,312.5,1670,28.2,167,0
L,296.9,308.6,1756,29.3,123,0
L,302.2,310.4,1699,27.9,212,0
L,302.5,311.3,1735,28.5,33,0
L,302.0,311.3,1601,36.5,16,0
L,300.3,309.9,1434,45.3,58,0
L,301.6,311.6,1444,53.4,174,0
L,303.6,312.3,1334,51.4,155,0
L,301.2,310.3,1503,44.0,5,0
L,301.7,311.9,1413,43.4,205,0
L,297.8,308.1,1563,28.1,162,0
L,300.7,310.6,1708,33.1,171,0
L,299.9,310.4,1421,49.6,140,0
L,300.6,311.8,1552,43.9,132,0
L,299.1,310.2,1436,38.4,161,0
M,302.0,310.6,1429,50.2,192,0
M,299.2,310.3,1790,27.1,178,0
L,298.4,308.4,1453,52.2,20,0
L,298.0,308.1,1510,40.2,71,0
L,299.0,308.7,1614,30.9,159,0
L,299.2,308.9,1503,43.9,156,0
M,299.3,309.0,1422,50.0,197,0
L,302.0,311.6,1417,48.8,10,0
L,300.7,309.3,1843,23.8,17,0
L,300.0,311.6,1638,31.2,155,0
L,300.8,310.8,1643,31.4,40,0
M,300.8,309.9,1631,29.7,0,0
M,301.6,310.6,1454,46.5,18,0
M,303.4,312.5,1460,42.7,189,0
L,295.2,306.2,1788,29.2,208,0
L,300.4,311.6,1381,50.5,145,0
L,297.8,308.5,1523,35.4,126,0
L,299.3,308.8,1773,25.3,190,0
L,300.4,310.7,1563,33.8,24,0
M,298.6,309.0,1495,34.8,43,0
L,300.0,310.4,1475,35.8,8,0
L,302.0,310.7,1568,32.8,139,0
L,297.6,309.3,1430,48.1,116,0
L,297.9,308.8,1756,28.3,206,0
L,298.4,309.2,1581,40.6,53,0
M,302.2,310.8,1515,42.2,186,0
M,303.8,312.7,1660,30.8,203,0
H,300.5,312.4,1443,47.3,43,0
M,300.5,310.2,1470,43.5,51,0
L,303.4,311.8,1293,53.0,86,1
L,302.9,312.4,1938,25.7,11,0
L,301.7,311.1,2082,18.2,100,0
H,301.0,309.5,1970,18.6,0,0
L,303.7,310.9,1369,55.4,151,1
L,302.0,310.2,1494,40.6,64,0
H,300.7,310.6,1936,21.8,42,0
M,300.7,310.4,1492,42.1,35,0
L,301.9,309.8,1412,36.1,212,0
L,300.0,310.9,1372,54.8,144,0
M,298.2,308.6,1434,43.9,26,0
M,300.7,310.4,1340,46.1,181,0
L,303.4,313.3,1546,40.8,75,0
L,299.5,309.1,1612,32.1,43,0
L,298.9,308.4,2210,16.5,205,0
L,300.7,310.4,1430,55.4,71,0
M,298.0,307.9,1306,53.6,49,0
L,300.3,310.1,1506,36.6,0,0
M,297.5,308.8,1651,32.1,196,0
M,297.9,307.6,1459,46.2,168,0
M,302.9,311.3,1707,29.6,131,0
H,298.5,308.5,1514,40.1,187,0
L,299.5,310.9,1417,50.6,156,0
L,298.7,308.9,1696,30.0,176,0
H,302.3,310.7,1499,43.5,198,0
M,299.7,310.5,1435,47.6,99,0
M,297.7,308.6,1407,54.5,150,0
M,302.5,311.8,1521,31.7,52,0
M,302.0,311.8,1394,43.1,15,0
L,302.8,312.2,1427,44.8,252,1
L,298.0,307.4,1503,38.7,201,0
L,303.2,312.4,1467,44.4,64,0
M,297.6,307.3,1315,55.5,183,0
M,299.8,311.0,1396,49.9,0,0
L,299.4,311.3,1418,38.2,123,0
M,298.4,309.1,1332,53.5,74,0
M,297.4,307.8,1357,51.5,159,0
L,300.5,311.3,1437,47.4,218,1
L,299.0,308.5,1462,36.9,132,0
M,298.5,310.6,1616,41.6,94,0
M,304.1,313.3,1499,34.1,110,0
M,300.2,309.5,1401,40.7,176,0
L,298.3,309.0,1712,27.2,167,0
L,297.8,309.1,1344,49.7,156,0
L,298.5,310.1,1435,48.7,98,0
H,299.0,309.7,1565,32.3,24,0
M,297.1,307.4,1790,24.6,223,0
L,297.9,307.9,1418,41.5,61,0
H,297.3,308.8,1661,30.9,196,0
H,299.8,311.5,1470,39.7,72,0
L,302.5,312.0,1668,27.2,199,0
L,302.4,310.6,1538,39.5,119,0
L,298.6,309.7,1547,44.8,142,0
M,299.0,308.3,1453,34.5,90,0
L,303.7,313.4,1633,36.4,144,0
L,300.3,311.0,1496,36.9,186,0
L,302.4,312.2,1737,25.6,216,0
M,302.2,311.7,1501,37.9,2,0
L,301.1,310.6,1423,43.7,144,0
L,300.2,308.9,1477,41.4,6,0
M,301.2,309.1,1557,34.2,138,0
H,302.3,312.3,1433,53.0,246,1
L,298.0,308.1,1328,60.3,38,0
L,297.0,308.5,1403,49.3,106,0
L,299.0,308.8,1560,39.2,126,0
M,299.3,309.4,1397,45.0,162,0
L,298.9,308.4,1601,30.9,179,0
L,303.2,311.9,1305,51.7,88,0
L,300.8,309.9,1757,23.6,209,0
L,300.6,311.4,1513,38.5,0,0
H,296.3,308.2,1572,45.2,206,0
L,299.3,308.8,1679,29.9,68,0
H,301.7,311.5,2006,16.9,180,0
H,298.5,307.7,1831,24.9,50,0
M,296.9,307.3,2111,18.5,160,0
L,300.2,309.2,1502,38.9,209,0
L,301.8,310.8,1575,32.6,139,0
L,300.0,309.3,1335,57.7,127,0
L,297.7,307.1,1429,42.0,152,0
M,298.2,308.0,1498,46.3,205,1
M,298.6,310.2,1380,58.9,95,0
L,299.3,310.3,1567,36.3,179,0
L,297.5,309.4,1698,31.1,129,0
L,298.9,308.3,1441,44.1,30,0
H,300.0,309.1,1532,38.7,185,0
M,297.3,309.5,1512,42.6,147,0
L,300.7,310.5,1469,43.1,80,0
M,296.9,308.4,1502,39.4,46,0
L,299.2,308.6,1329,63.5,16,0
M,302.6,310.7,1303,41.2,67,1
L,302.1,311.8,1599,35.9,22,0
H,296.8,307.1,1644,34.1,111,0
H,299.9,311.3,1771,26.1,139,0
M,300.0,309.4,1453,40.9,166,0
L,297.8,308.6,1578,42.8,185,0
H,303.0,311.7,1669,29.0,52,0
L,299.2,310.1,1748,33.9,150,0
L,297.0,308.4,1376,57.6,55,0
M,298.1,309.3,1587,37.4,59,0
L,298.7,308.1,1689,27.9,94,0
L,297.4,308.5,1437,44.1,46,0
L,297.1,308.6,1802,24.7,29,0
H,300.1,311.3,1709,29.5,203,0
L,297.3,307.5,1472,42.7,3,0
L,298.4,308.9,1350,58.0,8,0
M,297.5,308.4,1504,45.6,33,0
M,296.4,307.4,1532,41.8,194,0
M,303.5,312.7,1369,44.8,89,0
L,298.3,307.7,1525,42.9,63,0
M,300.9,310.5,1505,38.1,45,0
M,297.2,308.4,1454,42.7,150,0
M,300.5,310.7,1513,41.3,118,0
L,297.4,308.3,1435,54.4,6,0
L,299.7,309.4,1455,45.6,15,0
L,299.6,309.9,1453,43.0,90,0
M,298.8,309.7,1699,36.4,44,0
L,297.5,307.1,1663,33.1,29,0
L,299.9,311.9,1487,43.2,132,0
L,303.5,312.8,1636,30.3,145,0
L,298.4,308.3,1721,27.5,166,0
L,302.9,311.2,1803,23.2,84,0
L,300.8,311.5,1460,49.7,62,0
L,298.2,309.6,1326,51.4,200,0
M,302.1,311.2,1636,31.8,62,0
L,303.1,311.5,1545,42.5,229,0
M,298.7,309.5,1593,34.2,39,0
M,299.1,310.3,1590,30.7,88,0
L,303.3,312.5,1358,48.6,161,0
L,300.5,311.0,1731,32.8,127,0
H,301.3,310.0,1413,44.1,26,0
L,301.3,310.4,1365,49.4,22,0
L,299.9,311.8,1506,40.7,67,0
M,300.6,312.3,1662,30.2,193,0
L,298.0,309.1,1462,40.7,1,0
L,302.4,310.5,1582,33.9,168,0
M,298.1,308.9,1382,54.0,106,0
H,301.1,310.8,1660,32.1,48,0
L,301.2,311.6,1400,45.9,200,0
L,300.1,309.9,1630,34.5,87,0
L,298.4,309.3,1469,50.1,0,0
H,297.5,308.6,1718,29.1,209,0
L,301.7,310.2,1550,35.5,205,0
L,297.6,307.9,1287,54.2,84,0
L,300.4,310.7,1410,49.4,138,0
L,297.9,308.6,1723,27.1,133,0
L,300.0,309.1,1486,53.2,108,0
L,300.1,309.5,1747,28.0,2,0
M,301.8,310.6,1589,39.8,206,0
L,298.2,308.4,1453,45.8,59,0
L,300.5,309.7,1343,53.0,180,0
L,296.1,306.8,1465,50.7,144,0
L,299.7,308.6,1363,50.5,188,0
L,297.0,309.0,1327,53.2,36,0
L,301.0,311.4,1515,39.6,75,0
L,300.0,309.9,1598,36.0,55,0
H,303.9,312.9,1418,56.0,82,0
M,298.7,309.6,1646,35.1,70,0
L,300.1,312.3,1575,37.7,3,0
M,299.6,309.4,1534,40.3,152,0
L,300.9,311.3,1719,33.9,174,0
L,303.2,313.0,1516,35.6,84,0
L,298.8,310.2,1389,47.8,17,0
L,300.5,310.1,1634,30.8,11,0
L,300.8,311.6,1580,38.5,22,0
L,295.6,305.8,1407,50.6,118,0
L,299.4,309.0,1427,47.8,158,0
H,303.0,310.3,1520,37.3,29,0
L,302.3,310.9,1363,52.2,207,1
H,302.1,310.4,1280,56.8,144,1
L,298.1,307.8,1589,34.3,110,0
L,298.0,309.0,1891,25.8,188,0
M,300.2,310.3,1511,37.9,43,0
M,297.8,307.1,1582,38.0,37,0
M,300.6,310.9,1429,46.9,38,0
L,300.9,310.9,2240,16.3,157,0
L,301.5,310.8,1552,36.8,149,0
M,301.0,310.3,1322,48.6,106,0
M,302.7,312.3,1476,41.8,191,0
H,299.4,309.6,1416,48.9,11,0
M,301.6,310.4,1464,44.7,53,0
L,300.1,309.2,1404,51.3,172,0
L,299.2,309.9,1625,26.8,26,0
H,297.0,307.8,1649,30.3,12,0
M,300.7,310.6,1548,36.6,157,0
H,300.3,311.2,1630,36.2,153,0
L,299.5,309.4,1313,47.7,182,0
H,297.2,308.2,1693,26.9,158,0
M,303.3,311.1,1489,48.3,14,0
H,301.0,311.2,1546,39.1,127,0
L,303.6,311.7,1366,41.0,32,1
M,301.8,311.0,1661,30.1,72,0
M,298.5,307.6,1199,68.0,127,0
L,302.0,310.5,1711,29.7,126,0
L,301.1,311.9,1577,34.0,111,0
M,296.6,307.1,1979,19.1,68,0
L,299.0,308.9,1499,38.9,148,0
L,299.9,311.6,1548,36.8,66,0
L,300.3,311.9,2024,19.6,193,0
M,298.7,308.3,1558,33.2,0,0
L,301.9,310.6,1651,31.5,124,0
H,299.9,311.6,1552,37.1,24,0
M,298.8,309.2,1483,41.1,4,0
L,302.4,311.3,1706,30.3,134,0
L,300.0,310.9,1363,42.9,96,0
L,298.5,310.3,1633,29.8,193,0
L,301.7,310.2,1360,51.4,66,1
M,299.9,311.5,1311,59.2,117,0
H,297.5,307.3,1259,62.7,48,0
L,300.2,311.6,1557,39.4,31,0
L,300.4,311.8,1601,31.8,170,0
M,300.5,311.4,1348,42.4,114,0
H,298.1,309.7,1528,36.3,82,0
M,298.6,308.2,1347,47.7,71,0
L,298.5,309.4,1525,32.5,27,0
L,300.6,309.4,1427,42.1,63,0
L,296.8,308.3,1752,32.6,151,0
L,299.4,309.8,1672,35.6,196,0
L,297.9,308.1,1392,48.4,101,0
L,301.0,309.7,1566,38.2,47,0
L,301.6,310.5,1489,52.7,5,0
M,295.0,306.2,1461,46.3,56,0
M,301.8,311.0,1558,33.9,43,0
M,302.1,311.7,1459,41.5,124,0
L,300.6,310.5,1364,48.6,59,0
L,298.4,308.9,1561,33.0,125,0
L,297.7,308.1,1428,44.8,174,0
H,298.7,309.3,1309,53.5,49,0
L,298.8,309.6,1462,42.1,134,0
M,300.0,309.1,1373,51.0,182,0
L,301.0,310.5,2152,17.2,174,0
L,300.0,310.1,1613,33.2,41,0
M,298.6,308.8,1501,36.2,134,0
L,300.8,310.0,1333,41.9,223,1
L,300.9,312.7,1414,53.6,65,0
L,298.3,308.5,1375,43.2,175,0
L,304.1,313.6,1474,41.9,39,0
H,302.9,312.4,1650,34.3,145,0
L,296.6,307.7,1483,39.5,172,0
M,297.9,308.9,1341,46.1,174,0
L,297.7,308.6,1601,37.5,143,0
L,301.8,311.3,1715,30.2,21,0
H,298.1,308.0,1549,37.0,163,0
L,298.2,309.9,1354,45.3,140,0
M,300.8,309.7,1452,44.8,38,0
L,297.6,309.0,1418,43.7,222,0
